id,手機螢幕溫度(平均),手機螢幕溫度(最大),手機背蓋溫度(平均),平均APP運作指標/小時,充電時間指標,手機電池電量,CPU跑分階級,手機外殼/包膜指標,外型平均曲率,上網頻率指標,通話頻率指標,新機/二手/老舊,內容容量比率,CPU效能等級,
463,19.92425973,27.11904762,37.38856506,235.738151,0.477011502,57.65234176,3,0.114778146,0.051896114,767.2025768,369.5097369,0,0.768254817,1,
464,48.80952381,53.9047619,54.17333333,484.8,0.632653061,59.52380952,3,0.189551219,0.113174945,1557,1139,0,1,1,
465,24.5952381,33.30952381,46.93333333,524.4,0.315315315,53.1024531,3,0.177714884,-0.003806,856.2,326.8,0,0.965687006,1,
466,10.85443915,14.78571429,43.49552409,122.5152541,0.232974917,96.93246361,5,0.040540256,0.178848326,260.3544664,0,0,0.608431101,3,
467,59.21428571,65.5952381,53.67333333,1026,0.134453782,59.36147186,4,0.147348255,-0.03313,2656,2286,0,0.985343215,2,
468,16.49662272,18.9047619,30.37975565,143.4395322,0.060885608,81.09672762,5,0.299307346,0.053955287,1853.589899,1458.931084,1,0.831878006,3,
469,48.04761905,56.73809524,68.13333333,874.7,0.15,61.61616162,3,0.102804601,-0.0798,2906,2720,0,0.797682552,1,
470,62.71428571,69.78571429,49.76666667,2257,0.140350877,55.14069264,4,0.04502584,0.089717193,4524,4162,0,0.96365617,2,
471,29.73809524,41.38095238,61.43333333,147.7,0.435897436,76.497114,3,0.110874847,0.059297904,411.6,0,2,0.711303864,1,
472,41.38095238,47.47619048,47.01333333,234.3,0.248,54.16666667,3,0.156698197,0.181225466,4902,4278,0,0.98758877,1,
473,30.59051804,34.76190476,54.87681071,673.116054,0.028037382,60.6557235,3,0.142593831,0.20486103,3059.415131,2652.48173,0,0.932773113,1,
474,25.71428571,32.83333333,56.04,310.2,0.318181818,78.00517383,3,0.068794109,0.073261848,729.6,526.9,0,0.938615491,1,
475,36.85714286,41.35714286,50.92,103.3,0.140350877,84.32924173,3,0.053367965,0.295817016,2944,2775,0,0.918274854,1,
476,45.69047619,56.71428571,53.82666667,1572,0.086956522,94.16137384,3,0.060156856,0.030542645,2452,1883,1,0.973957907,1,
477,38.5952381,45.66666667,67.6,341.9,0,52.57936508,3,0.162893996,-0.1713,2462,2300,0,0.974925661,1,
478,50.88095238,57.92857143,60.10666667,209.9,0.065217391,95.53007132,3,0.059857015,0.063566146,4289,4116,1,0.998728059,1,
479,24.9047619,28.73809524,48.78666667,763.4,0.044444444,77.87429994,3,0.053189538,0.069997059,996.2,788.2,0,1,1,
480,29.73809524,37.02380952,58.71333333,239.6,0.47826087,51.91197691,3,0.162170991,0.004990632,319.8,0,1,0.910525654,1,
481,37.47619048,44.11904762,52.18,270.4,0.147727273,85.36381993,3,0.070573606,0.172814371,3881,3508,1,0.779184862,1,
482,60.04761905,67.47619048,47.42,692.3,0.289719626,56.65584416,3,0.087177649,-0.04269,4393,3930,0,0.984144125,1,
483,31.23809524,35.35714286,58.58666667,528.9,0.72,50.7034632,3,0.207373336,-0.09295,2599,2392,0,0.992125984,1,
484,48.9047619,54.73809524,51.26666667,616.9,0.453125,91.23376623,3,0.040742259,0.019704969,2074,1885,0,0.868890569,1,
485,13.86456299,14.11904762,5.627979279,188.0329509,0.024390243,64.0106434,4,0.152872503,0.053861368,272.8681769,88.57230137,0,0.112188883,2,
486,27.35714286,36.19047619,63.90666667,215,0.305263158,78.8510488,3,0.091990523,-0.002684,1205,994.2,0,0.845200862,1,
487,39.28571429,44.33333333,63.74666667,1004,0.044117647,52.50721501,3,0.160301059,-0.05085,1638,1384,1,0.938049544,1,
488,13.86456299,14.11904762,5.627979279,188.0329509,0.024390243,62.8076219,4,0.041453559,0.053861368,272.8681769,88.57230137,0,0.095409443,2,
489,16.19213431,18.33333333,48.35640971,152.4696693,0,83.77221672,5,0.147601932,-0.17346178,1589.976181,1409.634288,0,0.925166633,3,
490,41.35714286,53.61904762,67.53333333,466.8,0.654867257,94.33144354,3,0.049979802,0.079058928,2602,2404,0,0.810227688,1,
491,11.29862685,14.21428571,29.8044281,216.4508982,0.006861064,83.15645729,6,0.253687322,0.055332467,369.4418326,35.79977627,1,0.980532018,4,
492,13.58820307,17.19047619,46.47222392,121.8250332,0.520958066,83.00127044,4,0.410529345,-0.085963726,1170.304224,856.2752734,0,0.50571543,2,
493,46.07142857,53.73809524,51.36666667,131.3,0.019417476,96.28879254,3,0.087736987,0.058011534,7416,7216,0,0.997889885,1,
494,41.85714286,48.30952381,59.7,175.6,0.237113402,57.91847042,3,0.180792317,0.163934874,3667,3245,1,0.984343567,1,
495,18.34771874,19.95238095,25.05444082,232.7387119,0,65.38829325,4,0.046319373,-0.040100422,30.05287336,0,0,0.776994517,2,
496,52,60.83333333,60.21333333,1230,0.089285714,92.12807942,3,0.051946852,-0.09632,1421,939.9,0,0.991327348,1,
497,40.4047619,47.5952381,49.54,157.6,0.730769231,84.09870961,3,0.056803796,0.093519537,2782,2643,0,0.99380805,1,
498,41.5952381,50.5952381,74.93333333,431.5,0.491071429,93.83019777,3,0.056906711,0.066798825,3821,3496,1,0.670543097,1,
499,60.69047619,66.64285714,57.14666667,1050,0.5625,86.92279942,3,0.04953362,0.00855681,3069,2860,1,0.994130381,1,
500,72.73809524,79.42857143,39.28666667,1070,0.722222222,79.14862915,3,0.025236767,-0.01852,3603,3372,1,0.971375644,1,
501,32.71428571,39.19047619,59.58666667,223,0.564356436,78.22871573,3,0.038878269,0.090266396,1668,1410,2,0.772312877,1,
502,23.980492,35.80952381,45.44703166,606.5527631,0.055232558,61.78713647,3,0.206269741,-0.00127797,757.1337351,215.3768152,0,0.86334759,1,
503,21.16403053,23.07142857,36.4866333,785.4461631,0.173285201,97.99121637,4,0.063786678,-0.087708622,1314.760225,1001.226166,0,0.870486379,2,
504,69.0952381,77.57142857,43.82666667,1369,0.509615385,54.61760462,3,0.057288174,0.056322082,4418,3886,1,0.991190404,1,
505,42.04761905,47.76190476,62.26,614.8,0.008130081,87.59180957,3,0.069874011,-0.0000194,8221,7794,0,0.768999552,1,
506,48.0952381,56.97619048,65.9,238.6,0.076923077,90.45815296,4,0.079740323,-0.0003842,1339,986.7,0,0.999142228,2,
507,57.71428571,63.97619048,58.63333333,1371,0.36,94.21723726,3,0.038192544,-0.08955,3924,3642,0,0.975718396,1,
508,36.33333333,45.73809524,56.20666667,240.3,0.011111111,52.86796537,3,0.121348195,0.05717573,2912,2396,0,0.996050927,1,
509,61.33333333,66.97619048,91.06666667,731.1,0.023255814,83.89450583,3,0.044661429,-0.2892,2850,2538,0,0.9939508,1,
510,50.4047619,58.21428571,65.74666667,424,0.01010101,92.65313756,3,0.073752947,-0.01784,1821,1642,1,0.920949883,1,
511,36.04892694,41,44.11408997,200.607494,0,71.10686696,3,0.157626033,0.134811282,3789.972671,3367.308327,0,1,1,
512,49.02380952,57,67.66666667,1088,0,94.01154401,3,0.048925005,0.051877945,3545,3319,0,0.879495027,1,
513,37.47619048,47.02380952,56.35333333,980.3,0.567010309,74.87373737,3,0.068094157,-0.02166,1507,908.7,1,0.889363851,1,
514,59.80952381,66.07142857,55.9,118.2,0.097087379,92.51053227,3,0.057823259,0.069619369,3062,2623,0,0.98492806,1,
515,42.71428571,50.5952381,53.44666667,1244,0.836363636,95.47116011,3,0.048758313,0.028981209,3157,2765,0,0.648933867,1,
516,42.04761905,47.76190476,62.26,614.8,0.008130081,54.65367965,3,0.224160567,-0.0000194,8221,7794,0,0.746828967,1,
517,60.95238095,62.26190476,28.36,796,0.36,94.49299373,3,0.037290081,-0.05719,6415,6225,1,0.861232997,1,
518,42.80952381,50.02380952,61.00666667,814.4,0.098591549,92.40581175,3,0.035207614,-0.1547,1252,667.7,1,0.968377254,1,
519,35.28571429,43.35714286,71.6,268.2,0.03125,75.9018759,3,0.059613273,0.259975981,445.1,197.4,0,0.655694201,1,
520,56.64285714,61.95238095,43.72666667,2265,0.584615385,56.34920635,3,0.09347453,0.077225385,5465,5141,0,1,1,
521,19.70816331,25.92857143,46.69186401,257.5111837,0.189393938,65.36718979,3,0.14546445,0.142210305,471.8387696,217.7310345,0,0.90939693,1,
522,13.37615676,18.47619048,40.69739024,237.1966818,0.170289859,97.55142186,5,0.085263677,0.125120416,1150.948909,733.4108567,0,0.655975938,3,
523,15.259459,17.61904762,25.99819183,149.0190215,0.395744681,81.90940734,5,0.328384191,-0.022424016,1312.147435,1083.113114,0,0.673843265,3,
524,28.85714286,33.66666667,56.82666667,166.8,0.72,74.42279942,3,0.084088326,-0.02714,2171,1947,0,0.540166821,1,
525,30.64285714,39.23809524,64.2,264.7,0.421052632,78.22871573,3,0.058964636,0.034895589,1267,823.8,1,0.440528089,1,
526,50.0952381,58.9047619,74.33333333,344.2,0.655172414,60.02886003,3,0.149493843,0.057387988,2324,2127,0,0.980307632,1,
527,55.14285714,59.26190476,55.05333333,1447,0.060606061,59.74025974,3,0.182936698,-0.09677,1318,1025,0,0.999779207,1,
528,26.7472011,31.95238095,41.43812307,329.5703906,0.267175585,67.19505703,3,0.186816752,-0.02671372,2029.564368,1432.21498,0,0.893183708,1,
529,44.66666667,52.52380952,91,682.5,0.057142857,92.58984439,3,0.066612326,-0.1053,831.4,313.8,0,0.16949384,1,
530,22.1047619,24.52380952,67.4,570.1,0.076923077,78.06721135,3,0.047860734,0.629692287,741.5,556,0,0.997000214,1,
531,18.39026896,19.5952381,22.89607239,398.9391931,0.012048192,68.40746595,4,0.031311128,0.061550308,353.5718516,40.86981601,0,0.775577009,2,
532,38.09135219,41.88095238,37.30160268,839.1883318,0,71.41526187,3,0.13152808,0.017519066,3981.163882,3739.847414,0,1,1,
533,36.88095238,43,58.06,198.8,0.323529412,50.55916306,4,0.164012164,0.259988937,89.47,0,1,0.987807719,2,
534,42.65907796,46.52380952,28.82426453,857.4120327,0.67512691,71.30067821,3,0.168681934,-0.007098826,4296.482346,4016.019709,0,1,1,
535,40.54761905,47.07142857,57.94666667,265.6,0.317307692,53.4992785,3,0.210282162,0.016664831,3588,3250,0,0.987109005,1,
536,25.71428571,32.83333333,56.04,310.2,0.318181818,74.83766234,3,0.097269967,0.073261848,729.6,526.9,0,0.561296045,1,
537,25.42614746,28.80952381,41.65869141,318.2168752,0,67.04420105,3,0.154050097,-0.094103709,1955.003846,1866.442203,0,0.921074331,1,
538,47.18428258,50.19047619,33.94689687,838.9449472,0,67.59811943,3,0.142645195,0.018761262,5084.131209,4879.713079,0,0.980153561,1,
539,53.57142857,57.88095238,49.2,123.5,0.358695652,91.17286609,4,0.036697302,0.116229661,3973,3464,0,0.98051832,2,
540,63.69047619,71.42857143,51.49333333,2285,0.518518519,83.7159646,4,0.048359964,-0.06351,4329,3800,0,0.998586905,2,
541,58.45238095,64.45238095,48.76666667,624.3,0.149425287,64.61038961,3,0.193880647,-0.1153,6228,5772,0,1,1,
542,45.07142857,51.02380952,41.24666667,665.5,0.540983607,95.06500708,3,0.052031454,-0.09047,4080,3581,0,0.939149375,1,
543,60.64285714,64.9047619,41.83333333,833.7,0.112244898,61.12914863,3,0.040886916,0.016243367,5896,5424,0,0.993019197,1,
544,46.54761905,57.28571429,65.5,220.8,0.277108434,92.6377565,3,0.093128785,0.035018046,1841,1252,1,0.934035326,1,
545,33.47619048,42.5,59.26666667,245,0.019607843,52.14646465,3,0.12873812,0.061638076,2032,1850,1,0.835645058,1,
546,42.42857143,51.30952381,62.91333333,379.2,0.422222222,95.07275215,3,0.068887703,0.067765863,3352,3080,1,0.749906297,1,
547,55.52380952,64.30952381,61.82666667,421.1,0.046296296,91.14357864,3,0.118922688,0.02119641,2087,1674,0,0.962530439,1,
548,42.52380952,47.83333333,50.54,365.9,0.36,86.31158957,3,0.071954243,-0.00949,4085,3796,0,0.996561425,1,
549,41.83333333,47.71428571,58.42,74.53,0.5,75.45093795,3,0.110809736,-0.000815,1197,814.8,0,0.810751509,1,
550,27.68273344,31.35714286,35.69559479,544.7735657,0.333333343,57.0284171,3,0.164866671,0.010370209,2053.289899,1498.676321,0,0.884718835,1,
551,49.14285714,55.52380952,68.26666667,2490,0.280373832,58.94660895,4,0.208437011,-0.2091,5035,4654,0,0.997786401,2,
552,61.0952381,74.4047619,57.54666667,275,0.23015873,92.50767543,3,0.067378588,0.031151855,3191,2784,0,0.97104491,1,
553,34.07142857,40.61904762,58.84,545.7,0.203703704,84.45910692,3,0.068524979,-0.03249,414.8,0,0,0.987656326,1,
554,72.5,77.38095238,49.9,283.3,0.782608696,52.88600289,3,0.097870961,-0.1326,4339,4005,0,0.897994933,1,
555,37.76190476,44.97619048,54.79333333,340.1,0.2125,76.94805195,3,0.10800498,-0.1162,829.2,600.3,0,0.94054823,1,
556,59.52380952,65.35714286,71.4,1148,0.292307692,56.63780664,3,0.099467695,0.109360771,1994,1540,0,1,1,
557,41.76190476,52.07142857,79.33333333,587.2,0.090909091,92.21447525,3,0.067668445,0.024724765,427.8,0,0,0.848859745,1,
558,39,44.33333333,56.27333333,720.7,0.558823529,84.84721359,3,0.046931308,-0.1107,1382,1226,4,0.940959092,1,
559,38.16666667,48.64285714,63.08666667,19.09,0.390804598,89.08730159,3,0.071725041,-0.0799,849.9,334.5,2,0.988319032,1,
560,30.52380952,39.45238095,68.73333333,243.6,0,78.31890332,3,0.043496598,0.004345774,1038,772.8,1,0.423574019,1,
561,34.07142857,40.61904762,58.84,545.7,0.203703704,51.64141414,3,0.200043812,-0.03249,414.8,0,0,0.990254994,1,
562,42.72437977,50.61904762,39.84672801,441.5798696,0.651341021,71.41678644,3,0.139905512,-0.005509887,4758.849324,4132.200092,0,0.596772819,1,
563,59.38095238,64.83333333,55.76666667,2313,0,56.07864358,4,0.073339455,-0.137,5026,4709,0,0.998661592,2,
564,50.85714286,54.47619048,55.18,3923,0.016393443,58.76623377,4,0.113804899,-0.1286,6134,5863,0,1,2,
565,58.88095238,67.35714286,67.93333333,82.86,0.333333333,90.8008658,3,0.06384325,-0.02237,2797,2194,0,0.983801782,1,
566,38.02380952,48.02380952,82.66666667,263.7,0.033707865,51.37085137,3,0.204742163,-0.03629,859.5,485.7,0,0.862616123,1,
567,10.42478362,10.66666667,4.206761996,221.3132071,0,82.91359758,6,0.325266629,-0.038004857,33.67785064,0,0,0.414364636,4,
568,31.08490572,40.35714286,36.3388265,607.9476742,0.007604563,66.81429636,3,0.156980321,0.051412806,2289.187996,2160.607205,0,0.941374779,1,
569,15.64574323,19.61904762,35.56687164,268.0952081,0.008130081,58.26016726,4,0.134448364,0.16377537,55.85068223,0,0,0.705431104,2,
570,64.45238095,71.92857143,52.34,822.9,0.113636364,83.46040074,3,0.05561509,-0.06872,3436,2939,0,0.969291908,1,
571,48.71428571,58.83333333,63.60666667,297.7,0.666666667,59.88455988,3,0.145936549,-0.01223,1199,933.9,1,0.840899749,1,
572,18.02389236,22.02380952,50.53199768,527.8054848,0,97.58321234,4,0.036696404,0.114962064,1706.471399,1471.242469,0,0.931140423,2,
573,23.92563738,28.5952381,51.40979513,236.5402116,0,72.19696887,3,0.088094749,0.16812788,1809.265615,1704.281726,0,0.880086303,1,
574,37.21428571,46.83333333,65.06666667,480.4,0.336734694,50.99206349,3,0.134143457,0.048535584,246.5,0,0,0.924644169,1,
575,9.682754517,10.64285714,27.75730642,86.48400317,0.423423409,83.34250947,4,0.049717471,0.028872507,0.812023675,0,0,0.581497014,2,
576,32.23809524,42.0952381,62.64666667,231.1,0.054545455,51.11832612,3,0.187398314,0.266275669,26.84,0,0,0.872796239,1,
577,52.78571429,62.23809524,62.21333333,280.9,0.176,63.0952381,3,0.128675967,0.061750391,4432,4222,0,0.996536357,1,
578,44.47619048,50.47619048,58.7,312.2,0.75308642,62.44588745,3,0.143243298,-0.1068,3912,3509,1,0.565526965,1,
579,29.0952381,38.30952381,62.22666667,303.4,0.341772152,77.3989899,3,0.084752358,-0.1398,737.6,416.3,1,0.578936195,1,
580,21.24108451,28.19047619,37.43801626,972.9881359,0.596330285,66.31989026,3,0.114039637,0.038973346,1229.860166,656.1614893,0,0.998845144,1,
581,28.15284366,35.78571429,54.03074137,1013.15525,0.343065679,66.5841579,3,0.154364794,0.102272108,1213.687338,993.3093164,0,0.881611288,1,
582,40.28571429,48.97619048,58.31333333,347.8,0.023076923,58.96464646,4,0.195504233,0.153298844,332,0,1,0.981400413,2,
583,15.60161046,19.54761905,31.36030579,145.0240682,0.124444447,69.41412249,3,0.11731267,0.112514988,465.3315232,94.12512715,0,0.482183158,1,
584,31.9708252,38.57142857,35.16209666,251.2616064,0.15625,78.76601593,3,0.150989279,0.042033836,3339.234888,2913.990198,0,0.401582599,1,
585,8.296961467,8.666666667,6.81637446,46.20524314,0.26219511,80.15984724,6,0.362456471,0.015489321,560.2928552,418.81339,0,0.041206978,4,
586,50.42857143,55.80952381,56.00666667,305.4,0.01754386,96.15273332,3,0.077977315,-0.09544,4891,4577,0,0.995899639,1,
587,48.19047619,55.30952381,62.14,211.7,0.213333333,90.96320346,3,0.095780365,-0.1043,1609,1326,0,0.882696871,1,
588,68,72.4047619,40.66666667,615.2,0.725490196,79.92424242,3,0.051810466,0.059790148,3400,3205,0,0.963327386,1,
589,38.54761905,43.16666667,76.6,104.3,0.179487179,76.87590188,3,0.072086267,0.146704364,3712,3352,0,0.810181098,1,
590,59.54761905,66.83333333,51.44,1228,0.720930233,85.8481933,3,0.054726101,0.044901735,2556,2015,0,0.999867984,1,
591,44,49.16666667,70.8,90.59,0.041666667,59.63203463,3,0.123926438,-0.2423,1292,1122,0,0.901302178,1,
592,15.70191156,16.9047619,16.57833354,148.757734,0.34710744,64.26044098,3,0.039568443,0.058761153,339.5825217,101.1547142,0,0.548197389,1,
593,31.13194929,35.04761905,41.22633362,1231.600817,0.004926108,66.4653395,3,0.225662068,0.084206931,2454.974422,2140.213192,0,0.930338204,1,
594,45.42857143,52.52380952,54.13333333,1294,0.047619048,59.5959596,3,0.102054968,-0.05015,1592,1166,1,0.9899849,1,
595,33.91711135,39.19047619,42.22661845,1444.878239,0.084084086,66.50986338,3,0.147515222,-0.013170172,3334.024522,2731.566181,0,0.833745837,1,
596,53.26190476,58.23809524,52.17333333,323.4,0.132075472,64.26767677,3,0.088744052,-0.01612,6068,5659,1,0.965967706,1,
597,54.80952381,62.11904762,60.08,608.9,0.614457831,95.88959201,3,0.043153726,-0.08871,4169,3974,0,0.913819771,1,
598,41.78571429,49.35714286,51.21333333,318.8,0.25203252,90.8008658,3,0.071483135,0.0936313,3517,3139,0,0.975441343,1,
599,48.66666667,54,45.94,280.4,0.604651163,95.40779138,3,0.034578677,0.16318763,5834,5347,0,0.997188534,1,
600,46.07142857,53.73809524,51.36666667,131.3,0.019417476,63.63636364,3,0.202280626,0.058011534,7416,7216,0,0.999639059,1,
601,38.45238095,45.35714286,53.99333333,223.9,0,79.50937951,3,0.096713237,0.080638491,3657,3377,0,0.800796048,1,
602,57.61904762,60,33.94666667,130.2,0.414634146,94.1017316,3,0.03679489,-0.09186,6169,5964,0,0.926524581,1,
603,41.5,49.35714286,55.22666667,504.9,0.160305344,94.08289856,3,0.066083625,0.008640121,3008,2723,1,0.888851972,1,
604,46.61904762,52.54761905,58.29333333,817.3,0.763636364,92.52208632,3,0.052294575,-0.07353,1392,1118,0,0.950623839,1,
605,38.30495489,41.73809524,43.62379456,1598.148396,0.131944448,67.90375725,3,0.122597992,0.01333128,3839.55204,3490.750415,0,0.933058858,1,
606,18.21636382,22.11904762,22.97105916,325.1139284,0.048780486,56.60548019,4,0.057263255,0.038789757,207.6931364,41.3589165,0,0.889127016,2,
607,50.0952381,58.9047619,74.33333333,344.2,0.655172414,92.60322168,3,0.082531177,0.057387988,2324,2127,0,0.932595278,1,
608,19.59965733,21.85714286,40.47472382,320.478729,0,65.23978422,6,0.088832133,-0.14336966,126.3589178,0,0,0.985383913,4,
609,27.54741269,31.04761905,39.23812358,460.6242365,0.008849557,71.99009282,3,0.05431249,-0.148401082,1703.134196,1540.421906,0,0.386211514,1,
610,49.78571429,55.83333333,62.5,3834,0.333333333,91.31469937,4,0.063055977,0.182346197,5822,5419,0,0.967826384,2,
611,34.13781448,40.9047619,54.29445394,467.9965612,0.032786883,81.45723099,3,0.111969754,0.15166232,3573.225469,3169.535679,1,1,1,
612,24.19047619,29.92857143,73.2,57.5,0.206896552,76.60533911,3,0.055669352,0.037233068,87.87,0,1,0.526587635,1,
613,33.78571429,39.5,59.06,376.5,0.008264463,77.41702742,3,0.116239645,-0.05877,1767,1478,0,0.647534819,1,
614,67.38095238,72.38095238,52.52,1494,0.354545455,53.44516595,4,0.138748556,-0.06389,3303,2887,0,0.995591726,2,
615,43.16791643,50.21428571,62.16155497,326.1914459,0,71.38801986,3,0.137976363,0.06068683,4758.407682,4304.903688,0,1,1,
616,37.5952381,44.92857143,72.26666667,304.1,0.659090909,83.37218765,3,0.098635122,0.256627132,802,562.3,0,0.790347112,1,
617,44.76190476,52.30952381,44.82666667,595.2,0.488372093,91.34199134,3,0.066340894,-0.001128,3792,3486,0,0.920383004,1,
618,27.58716983,33.26190476,57.63978068,142.8474647,0,67.03297426,4,0.220714301,-0.045136772,1497.369966,1172.632771,0,0.987285018,2,
619,32.23809524,42.0952381,62.64666667,231.1,0.054545455,76.06421356,3,0.051439341,0.266275669,26.84,0,0,0.956385015,1,
620,41.97619048,50.97619048,74.66666667,285.3,0.134615385,94.02958153,3,0.063625604,0.143313363,4110,3873,0,0.764396626,1,
621,44.16666667,52.78571429,50.83333333,664,0.666666667,91.48629149,3,0.08160153,-0.123,1628,1237,0,0.971232902,1,
622,26.19977969,34.95238095,47.69146729,667.8428795,0.383561641,74.79988777,3,0.079901703,-0.075332873,1886.931578,1067.576306,0,0.761773288,1,
623,41.23809524,51.28571429,51.09333333,330.1,0.580952381,95.85137085,3,0.065033771,0.024778377,3996,3454,0,0.689620482,1,
624,47.07142857,52.88095238,67.93333333,4412,0.5875,58.63997114,4,0.162907794,-0.0008714,6667,6333,0,0.809391815,2,
625,29.79332334,33.5,43.25020345,218.6871483,0.228758171,73.03420987,3,0.063079514,0.090864435,3628.579254,3344.791046,0,0.820916414,1,
626,50.57142857,58.85714286,68.6,272.4,0.362318841,92.58203726,3,0.056359641,0.253102566,2563,2208,0,0.868236844,1,
627,60.02380952,65.35714286,54.18666667,1501,0.058823529,84.60107416,4,0.063477278,-0.1619,3307,2800,0,0.988434044,2,
628,53.0952381,60.38095238,72.6,1331,0.15,94.40634697,3,0.033718608,0.028327467,3633,3403,0,0.955108359,1,
629,18.62551299,24.30952381,27.62023163,310.1305884,0.441064626,70.86703932,3,0.025627526,0.053722154,451.2629175,131.998153,0,0.736055553,1,
630,69.85714286,75.23809524,59.20666667,1249,0.173913043,81.87534848,3,0.035571575,0.301349857,5370,5119,1,0.656298121,1,
631,63.66666667,69.95238095,49.4,1929,0.340909091,85.93073593,4,0.033301275,-0.0535,4604,4130,0,0.784562628,2,
632,48.52380952,53.61904762,51.35333333,884.4,0.3875,95.67099567,3,0.076410577,-0.1182,3362,3005,0,0.760351289,1,
633,36.69047619,50.97619048,77.2,444.1,0.375,59.83044733,3,0.24171032,0.130834252,210.9,0,1,0.957110011,1,
634,46.73809524,55.73809524,65.16666667,614.9,0.097345133,92.58586801,3,0.094974034,-0.07418,1722,1157,1,0.830711405,1,
635,36.90020171,38.78571429,22.32152049,1166.433351,0.201492533,70.45402623,3,0.134939745,-0.016253978,3566.799163,3164.337275,0,1,1,
636,31.9407058,38.47619048,50.83777873,752.5101457,0.634146333,70.46663562,3,0.148214683,0.059791129,2545.047267,2090.747855,0,0.988136733,1,
637,30.61904762,39.9047619,61.25333333,339.7,0,78.58946609,3,0.076549456,0.010360881,1011,621.9,0,0.576947484,1,
638,55.5952381,66.04761905,61.6,318.5,0.363636364,90.34992785,3,0.050627965,0.20050284,2621,2194,0,0.903827282,1,
639,23.92563738,28.5952381,51.40979513,236.5402116,0,64.75677336,3,0.132059544,0.16812788,1809.265615,1704.281726,0,0.970319125,1,
640,17.18687221,22.30952381,43.68296305,226.1306499,0.430555552,81.31297864,4,0.105081812,-0.11413762,832.5933288,521.2042916,0,0.740687728,2,
641,59.95238095,67.57142857,52.61333333,2522,0.76,84.37739554,4,0.041780196,0.068777102,4321,3955,0,0.999882664,2,
642,57.07142857,62.45238095,58.70666667,1972,0,56.70995671,3,0.100709759,-0.03154,4946,4783,0,1,1,
643,51.57142857,61.02380952,61.71333333,1246,0.693181818,59.68614719,3,0.11456687,-0.02102,1573,1050,0,0.996722786,1,
644,24.30952381,36.19047619,68.4,234.9,0.022222222,54.36507937,3,0.161245152,0.317054942,33.84,0,2,0.800604613,1,
645,58.26190476,65.19047619,43.21333333,1165,0.179245283,93.61471861,3,0.052474272,-0.008953,5317,4740,1,0.903109824,1,
646,53.42857143,63.38095238,56.44,994.9,0.069230769,96.37702548,3,0.03765234,0.039271125,4861,4020,1,0.943955062,1,
647,35.11904762,43.04761905,58.08,1030,0.00877193,78.22871573,3,0.066670604,-0.09838,786.5,196,1,0.685484507,1,
648,43.66666667,52.47619048,61.11333333,156.6,0.115044248,59.3975469,4,0.154231399,0.079212397,901.5,319,0,0.924577833,2,
649,43.66666667,52.47619048,61.11333333,156.6,0.115044248,90.44011544,4,0.078412138,0.079212397,901.5,319,0,0.922507794,2,
650,12.32882836,18.88095238,54.12252299,65.41949425,0.016483517,97.77622745,5,0.044386357,0.116041519,919.9725082,733.4108567,0,0.67263943,3,
651,45.83333333,51.5,55.24,267.1,0.234693878,90.87301587,3,0.045053728,-0.01172,4067,3547,0,0.986779045,1,
652,16.64340065,17.4047619,18.78212738,52.32478979,0.051282052,64.85198016,4,0.109467536,0.147098988,629.3215639,477.2269276,0,0.834722596,2,
653,8.498642695,8.642857143,3.992429733,99.90485509,0.115577891,80.27558063,6,0.26347661,0.011045956,80.61917152,0,0,0.509799197,4,
654,15.08668445,18.33333333,36.27289835,165.4620231,0.320987642,82.01209989,5,0.127260178,0.017062286,1314.083605,1007.099366,0,0.888107002,3,
655,47.07142857,52.88095238,67.93333333,4412,0.5875,89.46608947,4,0.073418096,-0.0008714,6667,6333,0,0.639395584,2,
656,27.42857143,33.33333333,58.38666667,361.2,0.113636364,53.4992785,3,0.209073946,-0.2498,898.1,790.5,0,0.977011494,1,
657,55.02380952,61.19047619,44.94,361.4,0.458333333,95.31024531,3,0.057638541,0.126253268,5401,4956,1,0.897708734,1,
658,24.81095087,28.66666667,39.01223246,101.3543162,0.0234375,55.08608261,3,0.142826974,0.040597614,2359.642897,2093.43322,0,0.514148474,1,
659,32.9047619,43.35714286,56.63333333,235.5,0,50.64935065,3,0.196715161,0.150096908,2521,2046,1,0.81463909,1,
660,35.54761905,39.30952381,49.12666667,490.1,0.694444444,79.56349206,3,0.061332557,0.174045649,2462,2223,0,0.471913428,1,
661,61.33333333,66.97619048,91.06666667,731.1,0.023255814,54.41919192,3,0.151866034,-0.2892,2850,2538,0,0.973047453,1,
662,43.98668271,50.30952381,33.91829427,507.5993997,0.007246377,81.52834598,3,0.146131039,0.018332165,4543.817714,4043.328137,0,0.812252641,1,
663,19.65950376,24.02380952,44.79360962,215.5286146,0.006060606,56.97119614,4,0.070489794,0.21135819,958.0186751,692.8659613,0,0.91283071,2,
664,47.83333333,58.4047619,51.94,745.9,0.699029126,92.36143097,3,0.068823591,-0.03217,2262,1765,1,0.963395991,1,
665,23.79219709,32.66666667,52.74665324,484.1333806,0.190322578,70.90294452,3,0.109671541,0.03969821,725.9604875,160.1248241,0,0.795725405,1,
666,52.85714286,57.0952381,38.22,729.5,0.264150943,58.47763348,4,0.138301671,-0.048,1022,787.2,0,1,2,
667,51.73809524,60.73809524,52.08,2456,0,91.7819518,3,0.067320682,0.010749227,5432,4981,0,0.999909483,1,
