手機螢幕溫度(最大),手機背蓋溫度(平均),平均APP運作指標/小時,手機電池電量,內容容量比率,Underclocking
50.26190476,60.44666667,657.6,59.25324675,0.957180596,1
31.88095238,52.00666667,246.1,52.77777778,0.971546088,0
55.80952381,54.07333333,329.5,96.12755826,0.984145716,0
33.14285714,63.05333333,299.3,78.17065019,0.914763094,1
54.52380952,54.51333333,635.7,95.97504936,-600,0
71.54761905,65.14666667,1486,55.84415584,0.992662184,1
63.23809524,43.68666667,943.1,62.96897547,0.993641949,1
27.19047619,40.73828888,190.0699729,65.73540981,0.999428747,0
28.80952381,46.02963257,166.8082665,54.88012511,0.785744607,1
55.73809524,65.16666667,614.9,60.04689755,0.96325982,0
62.85714286,48.02,1165,96.3270208,0.994777687,0
57.61904762,54.74,301.1,92.4148846,0.988078292,0
70.85714286,39.72666667,990.9,80.33910534,0.846066754,1
49.02380952,45.87990316,296.1385928,67.59319847,0.951699257,1
61.07142857,45.89333333,1056,60.46176046,0.999522025,0
35.57142857,60.23333333,254.9,49.24242424,1,0
56.73809524,61.76,1096,61.88672439,0.955628703,0
30.23809524,61.50205994,265.1285467,65.90786109,0.952094386,1
22.88095238,46.65759786,123.1907491,97.73578995,0.464248836,1
16.5,35.83246358,199.3391945,83.34830072,0.810849607,0
18,7.191794078,397.3038548,64.73847615,0.89736408,0
41.57142857,63.21333333,588.8,84.60087372,0.842237211,1
15.95238095,24.63946279,186.3803342,83.58336999,0.990661929,0
28.9047619,42.87151082,734.2255782,55.23939351,0.844469309,1
57.16666667,51.32666667,813.5,94.1404821,0.980132618,1
34.9047619,36.3858668,1083.155093,67.63475662,1,0
59.73809524,64.52666667,891,94.75347098,0.312623677,1
57.07142857,57.83333333,358.3,63.72655123,0.96608847,0
53.71428571,59.67333333,518.1,91.82900433,0.955762793,1
47.83333333,53.49333333,1068,78.53535354,0.718257317,1
65.57142857,73.13333333,378.8,90.22366522,0.896718024,0
27.45238095,48.33887227,249.1028776,72.27900374,0.995442212,0
39.11904762,54.87333333,452.2,82.05501187,1,0
63.14285714,48.02666667,562.1,61.9047619,0.99299742,0
39.33333333,67.53333333,696.8,52.27272727,0.698183257,1
64.5952381,47.58666667,527.8,92.5352787,0.978402043,0
35.38095238,36.77633921,266.3690072,67.02521724,0.401234359,1
34.54761905,72.33333333,139.3,48.93578644,0.98905735,0
64.04761905,50.46666667,504.9,85.60606061,0.913466706,0
61.73809524,44.54,3502,85.58802309,0.85249062,1
41.26190476,31.75886027,352.8027679,65.79846901,0.789909542,1
60.64285714,52.78,243.4,91.66724547,0.999794619,0
65.47619048,53.37333333,1504,56.33116883,0.927237013,0
40.42857143,64.8,361.8,84.3036389,0.980091785,0
45.4047619,68.46666667,244,77.27272727,0.532672394,1
76.66666667,38.14,391.9,53.22871573,0.986447807,0
53.61904762,47.50666667,1775,88.14935065,0.829132174,0
56.30952381,45.92,1039,60.66017316,0.984221599,1
16.47619048,23.66881816,108.1353904,55.73660418,0.264212102,1
52.5952381,68.4,734.4,94.23156691,0.943230379,1
32.83333333,52.59802755,165.7413727,66.40662491,0.410220116,1
59.42857143,33.38666667,429.3,91.34199134,0.875610167,0
34.73809524,34.68933868,231.6050379,67.01757516,0.721002877,1
51.28571429,52.42,287,96.09217555,0.996752427,0
54.71428571,58.44666667,226.8,59.95670996,0.812154696,1
44.92857143,72.26666667,304.1,50.79365079,0.918612904,1
68.71428571,49.82,1025,81.65584416,0.948588011,0
48.64285714,63.08666667,19.09,84.58644977,0.88605477,1
16.80952381,29.05253601,99.73669081,83.41249089,0.717134237,0
44.45238095,38.06805674,1007.418932,67.96459049,0.884120166,1
46.83333333,65.87333333,255.3,77.09235209,0.880586421,1
71.33333333,50.74666667,1835,55.06854257,0.97220435,0
53.35714286,62.70666667,402.4,60.15512266,0.957658634,0
27.11904762,37.38856506,235.738151,69.17369773,0.673358202,0
14.78571429,43.49552409,122.5152541,83.14022285,0.89272789,0
44.16666667,32.91772461,1101.154066,67.95241818,0.865861893,1
29.61904762,35.28785451,218.5006096,55.63531071,0.805850089,1
18.88095238,54.12252299,65.41949425,83.25408236,0.88388686,1
40.42857143,65.88,268.2,77.03823954,0.987631739,0
58.23809524,62.22666667,525.1,92.35116789,0.909702637,1
22.88095238,45.51191711,70.39794543,69.56996739,0.818639457,0
49.11904762,84.6,633.1,92.69163466,0.848328464,1
61.16666667,65.53333333,3592,91.28540431,0.988633485,1
71.83333333,48.79333333,2143,81.58369408,0.782753548,0
62.21428571,60.00666667,1306,95.59816162,0.836956522,1
16.35714286,15.67176183,192.5137901,56.06822399,0.372786105,1
37.92857143,47.35451762,1241.954637,64.72228424,0.869496286,1
61.61904762,67.53333333,35.65,92.54153505,0.870893742,1
47.76190476,52.02666667,3058,82.68682167,1,0
72.4047619,40.66666667,615.2,52.97619048,0.998817168,0
76.73809524,47.67333333,1071,53.6976912,0.992668716,0
49.4047619,52.12,423.9,91.63059163,0.933234701,0
64.04761905,43.25333333,1226,91.37522264,0.996965709,0
50.61904762,39.84672801,441.5798696,67.74007715,0.048411138,1
61.02380952,61.71333333,1246,92.0552836,0.953637065,0
55.07142857,65.91333333,519.9,92.20860167,0.862373737,0
59,56.28666667,511.9,90.53030303,0.840673856,0
31.26190476,53.22278341,240.3031566,71.73840135,0.339071035,1
50.0952381,52.82,359.6,92.36306868,0.996121464,0
49.80952381,55.68,442.8,94.11222101,0.943245926,1
35.45238095,44.28687032,209.0973794,68.00113303,0.83774225,1
50.80952381,59.09333333,747.5,60.64213564,1,0
47.19047619,81.33333333,90.39,51.13636364,0.972613103,1
64.52380952,38.37333333,1181,91.86507937,0.898037396,0
52.5952381,38.97333333,132,96.42891591,0.98772182,0
43,58.06,198.8,75.07215007,0.979214321,0
53.92857143,63.86,197.7,96.69923561,0.999577703,0
48.73809524,55.44666667,388.5,62.3015873,0.991772409,0
37.35714286,32.72,645.4,81.48454828,0.996193313,0
28.5952381,51.40979513,236.5402116,55.11014053,0.7884112,1
48.88095238,53.02697245,1225.985149,67.83929939,0.985679805,0
66.07142857,55.9,118.2,91.43217893,0.920641037,1
35.80952381,45.44703166,606.5527631,67.54041609,0.973615516,0
61.47619048,78.6,312.5,90.78282828,0.999125964,1
55.19047619,66.8,611.3,59.5959596,0.832969852,1
46.16666667,91.4,118.1,78.66161616,0.699211015,1
62.5,59.07333333,458,98.10149051,0.987492808,1
39.04761905,47.52312215,528.0795812,69.95983606,0.9993676,1
27.95238095,52.47333333,227,75.07215007,0.483692913,0
41.45238095,72,315.1,77.18253968,0.839144726,1
55.9047619,51.78,2774,91.27177838,1,0
64,51.69333333,944,92.30507289,0.990635288,0
14.21428571,29.8044281,216.4508982,96.72914058,0.623540938,1
34.14285714,48.24666667,89.05,76.16163086,0.989264627,0
65.28571429,46.03333333,1225,84.44474646,0.989948873,0
36.80952381,35.74800618,327.6115214,67.5630671,0.921848118,0
53.64285714,66.20666667,241,91.63059163,0.838793212,1
46.30952381,46.47296651,2006.026164,71.54757668,1,0
17.76190476,40.48694102,99.17176837,83.31326656,0.950645095,0
45.28571429,64.5,127.1,76.28066378,0.856486369,0
46.5,56,545.8,86.15032602,0.772070274,1
28.85714286,84.13333333,109.8,54.58152958,0.712358451,0
28.38095238,53.54666667,227,77.64330986,0.989665336,0
16.35714286,15.67176183,192.5137901,62.70894121,0.39233771,0
53.5952381,58.84,720.1,92.79113391,0.998778217,0
35.92857143,36.22728729,343.9011247,62.30728045,0.060595527,1
59.9047619,61.15333333,291.8,59.61399711,0.992789116,0
36.07142857,61.44,599.1,79.34230333,0.941714871,0
39.21428571,51.62666667,104.3,52.70562771,0.991531176,1
48.5,47.3158315,281.7949534,67.73727177,0.963311851,1
59.26190476,60.89333333,637.7,95.84401953,0.965791438,1
49.45238095,61.27333333,396.5,92.45133879,0.984900177,0
35.38095238,36.77633921,266.3690072,61.55598485,0.036196832,1
64,51.77333333,2553,83.73015873,0.918568157,0
52.97619048,44.29333333,308.9,95.31397676,0.994695351,0
18.78571429,34.53218079,109.8050778,64.69248886,0.711718798,1
34.14285714,33.18553416,286.5196069,72.77238626,0.227079272,1
34.73809524,34.68933868,231.6050379,60.60844769,0.061213993,1
40.16666667,39.37161764,46.31444854,66.95301908,0.903871655,1
63.14285714,48.02666667,562.1,95.52669553,0.962593222,0
39.38095238,56.38880412,136.3948482,66.40700952,0.473592043,1
35.16666667,74.46666667,58.23,77.2364104,0.767925006,1
57.28571429,65.5,220.8,60.06493506,0.983797554,0
40.45238095,44.99412028,1085.651939,70.6849899,1,0
62.45238095,58.70666667,1972,91.39198001,0.999525617,0
11.38095238,31.73103333,147.9024709,89.14673477,0.887920976,0
48.52380952,42.98,122,57.16089466,0.958083832,0
37.02380952,69.90575663,994.0384408,77.04744989,0.986288846,0
61.78571429,68.66666667,248,59.57792208,0.941497996,0
65.19047619,43.21333333,1165,91.46162282,0.991986155,0
25.28571429,37.40457153,579.7638832,65.07843956,1,0
56.9047619,64.41333333,955.6,92.2192323,0.957863405,0
60.69047619,57.74,601.1,91.07142857,0.994446084,0
53.61904762,67.53333333,466.8,93.97546898,0.826587704,1
49.76190476,29.32337443,1125.267353,67.45020471,0.966792583,0
39.45238095,57.07333333,331.3,83.54405719,0.939641434,1
49.11904762,46.34061686,901.8653358,81.73763008,0.99990344,0
40.19047619,75.53333333,109,52.45310245,0.788144458,0
43.26190476,104.2666667,433.8,51.58730159,0.894267101,0
27.54761905,44.77456156,29.5034229,58.07240586,0.800434649,1
48.47619048,67.26666667,125.4,90.4040404,0.796814391,1
31.04761905,64.96666667,253,51.13636364,0.99137931,0
41.14285714,75.73333333,121.6,84.5475222,0.807792295,1
53.33333333,51.67333333,556.8,91.41414141,0.983931819,0
37.92857143,47.35451762,1241.954637,69.37279475,1,0
36.14285714,60,296.1,51.94805195,0.890407737,0
56.5,56.42666667,1022,92.34992221,0.722844151,1
45.5952381,50.24666667,556.4,52.34487734,0.94747708,0
33.21428571,37.47961934,480.453598,71.91702646,0.909032822,1
49.71428571,43.72980245,1113.714695,67.42647249,0.980998039,0
49.71428571,43.72980245,1113.714695,81.72789821,1,0
40.95238095,61.36,647.5,78.17460317,0.80974026,1
31,43.3950297,190.5983904,56.85186225,0.860142887,1
21.61904762,43.58495076,240.2006364,65.7142789,0.894651353,1
63.28571429,47.00666667,404.4,98.97186147,0.918435973,1
48.04761905,44.36666667,483.7,86.06886371,0.999700778,0
41.02380952,54.74666667,551.2,84.64801883,0.887406566,1
47.35714286,40.78602346,663.5695092,66.49100294,0.938932896,0
51.69047619,45.35333333,1128,62.06709957,1,0
50.19047619,33.94689687,838.9449472,81.51753729,1,0
38.38095238,37.53204854,1086.203886,79.49699077,0.996764898,1
68.38095238,45.48666667,1404,54.54545455,1,0
49.61904762,37.78995768,995.9824242,67.27103681,0.966478884,0
58.76190476,55.78,537.1,87.37373737,0.955398566,0
35.83333333,79.33333333,174.6,74.54906205,0.477888944,0
68.76190476,64.14,459.7,56.85425685,0.946927798,0
67.52380952,55.73333333,934.4,85.21181636,0.955734406,1
28.64285714,58.84,466.4,53.31890332,0.993874852,0
63.21428571,53.35333333,844.2,63.00505051,0.999879293,0
10.4047619,30.38001505,110.9462126,81.03993954,0.943960598,0
21.61904762,43.58495076,240.2006364,69.34680032,0.583817303,0
23.78571429,31.8608373,184.2722219,68.85103995,0.794819951,1
29.9047619,53.14572652,440.0393987,72.65880023,0.998568833,0
60.64285714,47.62,170.2,96.30570874,0.99961878,0
55.23809524,57.98,766.2,92.26190476,0.699368072,1
42.57142857,33.09280141,378.9944044,71.35134834,0.974478063,1
46.97619048,64.5,226.2,85.11208272,0.866227886,1
46.19047619,45.6458842,1095.026139,71.53289046,1,0
18.33333333,36.27289835,165.4620231,83.75947908,1,0
70.57142857,63.54666667,593.2,86.54401154,0.989655724,0
31.78571429,53.10314433,1327.051097,57.59904811,0.700651705,1
26.28571429,52.32548014,175.847105,69.57727772,0.980124414,0
62.5,59.07333333,458,98.82756133,0.870801199,1
62.5952381,41.55333333,622.1,91.97017209,0.999571734,0
47.97619048,60.88666667,702.1,84.89820923,0.943617644,1
60.07142857,54.33333333,3273,89.86291486,0.946692956,0
55.02380952,61.84666667,914.6,61.74242424,0.921613195,1
48.21428571,57.62666667,484.4,55.39321789,0.875590943,0
17.42857143,22.84151713,148.9747141,64.54099755,0.837311214,0
43.28571429,88.4,338.1,84.30622328,0.146478372,1
72.04761905,71.06666667,573.7,85.27089508,0.958101879,1
56.69047619,49.38666667,661.2,91.30591631,0.974137276,1
18.28571429,24.00576019,229.5997992,99.56542444,0.136385247,1
30.95238095,52.87350464,146.0815974,57.56868481,0.835256994,1
62.5,51.80666667,899.7,85.47979798,0.938379751,0
45.4047619,61.24666667,119.9,55.06854257,0.985997134,0
32.26190476,73.6,178.7,79.59866327,0.407176287,1
46.47619048,26.81730398,1308.968821,81.69667679,1,0
30.80952381,55.22,115.5,74.81962482,0.642474199,1
51.33333333,64.22666667,1250,61.34559885,0.949433247,1
40.5,57.35899353,1374.13194,70.6981017,1,0
46.9047619,46.03182983,127.3024911,66.14581649,0.957088709,0
25.33333333,48.65444946,130.5893149,65.34096109,0.994819378,0
54.21428571,51.08666667,528.4,92.42028662,0.951005158,1
28.66666667,39.01223246,101.3543162,64.73899818,0.930937445,0
41.33333333,49.01777649,168.1945376,67.62881369,0.011169972,1
21.54761905,19.61051051,333.2594369,58.08824708,0.8289873,0
60.95238095,86,497,60.35353535,0.951835912,1
59.9047619,47.92666667,2525,91.71233638,0.998151571,0
35.80952381,51.64313253,590.8916967,75.11234616,0.942877054,1
35,60.76,205,72.87157287,0.925438368,0
59.11904762,65.43333333,520.7,59.27128427,0.999740023,0
40.23809524,49.30402629,692.78988,70.61672606,0.995630155,1
71.47619048,47.57333333,1999,82.42679805,0.972663165,0
49.85714286,65.84,410.5,93.02353438,0.7197855,1
40.83333333,42.61062113,452.1753007,81.30692703,0.182917982,1
28.5952381,65.08666667,217.7,54.04040404,0.959547444,1
65.52380952,52.38666667,1379,90.76479076,0.849702786,0
55.21428571,60.37333333,721.6,61.70634921,0.970018909,0
33.66666667,56.82666667,166.8,76.80032823,0.911333758,1
48.38095238,55.10666667,4024,54.61760462,0.995491581,0
50.95238095,54.86115011,1197.472789,67.66538086,0.927238703,1
60.97619048,59.84,958.7,56.998557,1,0
61.76190476,42.77333333,376,91.16503073,0.996431757,0
59.95238095,55.96666667,418.4,95.67344116,0.993513554,0
44.35714286,22.6,780.8,84.54604271,1,0
68.61904762,63.86666667,1233,54.43722944,0.983850556,1
59.54761905,49.9,3062,58.98268398,0.995788242,1
69.78571429,49.76666667,2257,83.63726103,0.970291147,1
68.19047619,50.56666667,848.6,59.46969697,0.999600062,1
48.66666667,63.68,317.7,92.32099556,0.781921055,1
44.66666667,40.57461802,283.7599948,71.54450287,1,0
32.47619048,41.19477844,478.0928573,65.63673261,0.998911466,0
8.714285714,3.286273321,176.6024548,83.48960776,0.215985522,0
58.54761905,55.76,2206,58.91053391,0.993599892,0
60.85714286,57.54,2987,58.8023088,0.980298427,1
61.47619048,48.61333333,553.1,89.37884294,0.990415726,1
33.5,43.25020345,218.6871483,59.36957399,0.704929292,1
44.83333333,67.33333333,3682,74.27849928,0.77889184,1
50.23809524,63.94710795,275.1682995,81.62747969,0.919029832,1
51.97619048,53.61333333,2214,91.05885144,0.987479712,0
8.5,3.499667167,61.83872722,83.57537722,0.365043938,0
47.64285714,71.13333333,538.7,84.06262697,0.816327442,1
49.80952381,55.68,442.8,61.41774892,0.958185332,0
64.42857143,45.06666667,1006,86.47186147,0.890338952,0
25,53.39827983,118.5438661,65.38628487,0.791526407,1
20.21428571,22.5542806,206.2224197,57.2573956,0.611614764,1
28.71428571,73.73333333,55.02,78.15842543,0.725833673,0
31.35714286,62.87333333,166.5,75.82841632,0.994747209,1
10.61904762,25.92403921,125.6172851,86.66117247,0.006053119,1
37.83333333,32.15849304,606.3749811,69.7983438,0.999568627,0
28.35714286,37.57193502,1169.82732,72.66652759,0.850485623,1
64.35714286,42.08,380.3,89.83305327,0.978548487,0
50.95238095,54.86115011,1197.472789,68.07150173,0.994573474,0
45.76190476,53.13333333,1091,78.46320346,0.691499337,1
62.88095238,71.86666667,362.6,92.06485077,0.904089277,0
63.38095238,47.52,1953,87.57215007,0.871786592,1
27.71428571,45.18482971,121.1210412,67.23074717,0.83665365,0
10.61904762,3.011027654,87.1536265,86.74015518,0.733680129,0
52.52380952,53.80666667,534.2,91.55844156,0.958868782,1
37.80952381,68.53333333,151.8,80.58102167,0.977256447,0
62.07142857,47.26,410.4,55.97041847,0.990896023,0
54.83333333,66.8,164.2,91.93874098,0.976286174,1
71.5952381,52.42,1981,53.1024531,0.998919364,1
61.71428571,51.95333333,2394,90.0974026,0.851960296,0
51.21428571,68.2,27.01,62.68037518,0.838639281,0
48.0952381,34.4771169,795.7175138,66.62358012,0.990474045,0
40.19047619,75.53333333,109,85.37704312,0.788991283,1
46.30952381,46.47296651,2006.026164,67.890516,0.795167685,1
52.28571429,53.30666667,326.4,95.18398268,0.818637103,0
23.04761905,46.71449788,184.9617446,66.92860066,0.90109843,0
32.16666667,62.83333333,381,53.31890332,0.942390436,0
21.28571429,34.8119812,219.4496858,65.97049596,0.94221216,0
39.11904762,54.87333333,452.2,74.83766234,0.717960934,0
69.95238095,49.4,1929,56.0966811,0.868145313,1
45.73809524,60.42,899.8,85.36786708,0.983947779,1
59.19047619,80.13333333,877,90.8008658,0.987226191,0
41.11904762,70.4,291.6,84.54777931,0.870211235,1
42.9047619,58.34,304.5,78.62554113,0.848967561,1
69.69047619,63.73333333,1099,55.1046176,0.93825571,0
57.07142857,54.06666667,50.04,97.79536931,0.930786363,1
71.85714286,44.30666667,1182,80.84415584,0.944969045,0
49.33333333,68.4,279.3,94.78715729,0.767439923,1
48.30952381,59.7,175.6,87.6984127,0.736765475,0
39.4047619,59.46666667,290.2,75.5952381,0.731753624,0
65.21428571,64.15333333,1118,92.06646768,0.986680227,1
32.16666667,59.22666667,57.41,74.2965368,0.522858383,0
45.73809524,68.46666667,422.9,83.75955922,0.851343384,0
78.0952381,70.53333333,406.4,84.512496,0.917430237,1
65.33333333,69.4,354.1,92.46214067,0.856835196,1
62.35714286,58.52666667,348.6,91.86995575,0.988189648,1
61.23809524,64.01333333,868.8,59.9025974,0.969868421,1
42.85714286,60.04666667,1090,85.31185083,0.966392563,1
54,45.94,280.4,96.62698413,0.78590327,0
42.57142857,33.09280141,378.9944044,81.52361737,0.360869378,1
30.80952381,55.22,115.5,51.78571429,0.776067033,0
63.04761905,42.70666667,410.3,89.79112831,0.999515305,0
56.16666667,54.16,424.6,96.60894661,0.791820496,1
37.38095238,60.21333333,751.7,81.40089818,0.95236014,1
61.23809524,57.64666667,657.3,60.67821068,0.812828624,0
57.30952381,58.61333333,264.8,63.85281385,0.993970799,1
22.83333333,36.38250478,273.9886795,68.40790216,0.64165467,0
44.9047619,69.6,359.7,84.67370471,0.708563144,1
34.66666667,58.92666667,195,72.70923521,0.912997285,0
75.19047619,68.33333333,1717,84.18827417,0.997310716,0
37.76190476,28.01449076,1178.759064,77.95312291,0.888756871,1
36.11904762,57.19333333,513.2,80.2747769,0.990615224,1
38.47619048,43.19969177,555.5477308,69.58644535,1,0
64.02380952,60.03333333,1393,92.01964563,0.992025878,0
76.54761905,46.28,1132,80.19480519,0.837610957,1
10.33333333,2.562655926,125.0157446,81.07760357,0.802683445,0
66.35714286,59.3,175.8,90.22365602,0.940830627,1
54.47619048,57.26666667,222.1,60.15512266,0.993169153,0
52.71428571,52.46,1357,94.76337816,1,0
59.02380952,53.27333333,103.2,91.2373663,0.963586752,0
49.33333333,40.05949656,700.6331047,67.17216216,0.247318372,1
64.26190476,57.34666667,1836,85.12935797,1,1
28.5952381,65.08666667,217.7,78.88040483,0.976251468,0
36.28571429,39.02355194,584.8702398,68.58808746,0.986318972,0
16.95238095,35.81363678,198.0682227,82.83917973,0.892092645,0
15.61904762,43.30579122,132.825901,82.92727442,0.605728805,1
34.38095238,63.78666667,479,74.62121212,0.211788342,1
51.95238095,65.76,352,59.95670996,0.989329543,1
65.57142857,73.13333333,378.8,91.59118434,0.998675869,0
39.9047619,61.25333333,339.7,85.23429364,0.825163693,1
23.11904762,32.61333333,299.1,74.22438672,0.387026957,0
67.42857143,48.10666667,352.8,90.9992785,0.844390578,0
58.80952381,75.13333333,376.4,92.28746228,0.963064295,1
49.04761905,70.26666667,473.5,83.52276216,0.942175034,1
34.5952381,54.20666667,171.7,50.43290043,1,1
23.69047619,38.40982564,534.8193535,97.97554193,0.919120908,0
48.38095238,43.11333333,4371,54.70779221,0.987219993,1
36.92857143,68.6,349.8,76.62337662,0.725631769,1
51.4047619,62.42,372,59.72222222,0.921166656,0
57.85714286,58.05333333,92.09,89.88095238,0.850132463,1
45.66666667,67.6,341.9,78.53535354,0.750308547,0
59.83333333,55.82,451.8,92.3959111,0.996778249,1
67.85714286,53.9,472.5,86.29148629,0.89279993,1
14.52380952,27.86949921,11.95172846,83.28430857,0.9676289,0
30.80952381,63.66666667,2.806543953,73.77344877,0.780737705,1
35.57142857,60.23333333,254.9,78.13528795,0.960065707,0
42.57142857,61.12666667,575,54.52741703,0.692394469,1
63.76190476,62.39333333,1054,94.69574283,0.41906052,1
44.33333333,56.27333333,720.7,52.0021645,0.989085596,0
23.78571429,31.8608373,184.2722219,65.97121436,0.778864209,1
31.04761905,39.23812358,460.6242365,56.48897262,0.140394405,1
54.14285714,50.6,657.8,60.22727273,0.997682771,1
17.38095238,21.1085345,77.62527211,68.06853229,0.793742895,0
35.92857143,36.22728729,343.9011247,75.05776639,0.142100021,1
29.16666667,37.63252004,182.077725,71.62840994,0.8199929,0
59.76190476,56.48666667,3092,58.65800866,0.996222455,0
48.5,70.93333333,502.5,56.72799423,0.942699041,0
30.80952381,55.22,115.5,78.05843854,0.750929563,1
29.54761905,37.72,537.6,52.27272727,0.957635114,0
38.38095238,37.53204854,1086.203886,70.40192496,1,0
49.02380952,54.93333333,213.1,59.03679654,0.99044072,0
57,81.13333333,250.9,60.1010101,0.823492923,0
69.28571429,50.76666667,1840,85.93073593,0.896325133,0
61.28571429,36.28666667,491.2,90.81890332,0.991396196,0
40.23809524,49.30402629,692.78988,79.95829628,0.72655189,1
40.14285714,44.73012797,1218.258411,71.06512457,1,0
50.23809524,72.93333333,250.6,59.37950938,0.996084489,0
28.04761905,37.60679118,257.1617573,65.13319746,0.879895048,1
10.07142857,27.11033122,278.3543472,83.66521863,0.702822685,0
48.61904762,43.57639058,1625.075908,67.87831723,0.861429572,1
49.69047619,49.07333333,447.9,59.14502165,0.995182412,0
61.45238095,68.73333333,1020,90.67460317,0.844138327,0
78.92857143,38.32666667,843.6,52.77777778,0.999896017,0
71.92857143,52.34,822.9,54.52741703,0.977239884,0
10.04761905,2.980006854,309.420829,84.77552205,0.571110964,0
39.11904762,31.90470378,468.76194,70.21251061,0.942434324,1
33.83333333,54.00666667,430.8,53.84199134,0.997803503,1
46.42857143,52.42666667,1352,85.53727089,0.982838326,0
44.95238095,61.12666667,335.4,84.53354773,0.955261364,0
57.26190476,32.63333333,465.4,99.58513709,0.864245382,0
18.78571429,34.53218079,109.8050778,58.17125813,0.487367988,1
14.73809524,43.68296305,46.62752293,83.40426019,0.544504225,0
53.83333333,91.6,168.5,92.02474199,0.825969426,0
49.02380952,54.93333333,213.1,90.14532422,0.989695841,0
29.66666667,54.26,349.9,53.19264069,0.902342915,0
41.38095238,61.43333333,147.7,53.62554113,0.90749266,0
56.5,56.42666667,1022,59.92063492,0.799585184,1
15.11904762,40.97889201,24.70554768,97.22215433,0.701542735,1
33,33.95303853,485.6999974,66.61385974,0.925661504,0
61.42857143,52.58,1294,60.44372294,0.999885907,0
37.16666667,67.06666667,131.1,50.77561328,0.891165526,0
14.21428571,29.8044281,216.4508982,83.30052523,0.714827657,0
60.35714286,56.74,308.6,59.3975469,0.995314986,0
59.35714286,75.86666667,1088,90.89105339,0.953815851,0
33.97619048,60.77333333,113.5,76.51519963,0.949386079,0
49.4047619,52.48666667,683.9,94.67893218,0.603938478,1
49.78571429,44.92,727.6,59.18109668,1,0
41.4047619,57.98666667,209.6,79.004329,0.659707021,0
56.52380952,56.28666667,155.1,62.84271284,0.955379327,0
46.52380952,69.4,319.3,85.97041394,0.669302726,1
63.26190476,41.12,65.83,98.68326118,0.876346816,0
35.54761905,55.48,808.8,49.26046176,0.999899739,0
34.88095238,62,310.7,53.37301587,0.998194159,1
39.88095238,67.99891663,1242.229082,66.41768584,0.86104393,1
45.35714286,53.99333333,223.9,85.85596959,0.988081927,0
64.35714286,41.70666667,365.4,98.82585768,0.992896652,0
72.54761905,59.63333333,364.1,84.56255438,0.922454913,1
50.80952381,59.09333333,747.5,93.17837877,0.983817129,0
34.73809524,54.15333333,23.4,75.5447679,0.95560376,0
62.92857143,72.73333333,436.9,92.65460643,0.825717275,1
39.11904762,31.90470378,468.76194,66.86596677,0.874880672,1
51.0952381,61.5,611.7,61.38167388,0.867999678,1
34.45238095,55.87333333,377.4,49.44083694,0.999766207,0
25.5,34.57603963,448.8908203,56.97746535,0.855046928,1
49.30952381,76.93333333,69.13,59.34343434,0.987407643,1
16.66666667,42.14234924,268.8186067,99.33953583,0.886523962,0
64.5952381,47.58666667,527.8,62.06709957,0.998212331,1
49.14285714,37.80918121,821.2248557,81.74352249,1,0
21.80952381,53.74624125,656.4014334,83.39063635,0.998355456,0
29.19047619,44.1567688,772.9076137,72.72886284,0.990563989,1
48.21428571,64.16,166.5,83.79767311,0.884014047,1
61.23809524,64.01333333,868.8,92.29874019,0.830263158,0
55,57.40666667,360.6,92.68968396,0.988196126,0
42.21428571,52.76296997,295.3555554,67.59143285,0.980090261,0
40.38095238,20.39680608,720.2017971,67.30433626,0.926928759,1
47.21428571,42.54950714,881.6321911,66.33070698,0.982083976,0
16.38095238,42.76334635,77.53137857,99.65554744,0.815920055,1
51.47619048,59.05333333,4141,91.24115387,0.998933754,0
35.64285714,45.93182373,504.9783743,73.6923006,0.958282232,1
36.5,58.94666667,937.2,80.77910846,0.995345168,1
42.83333333,44.43862406,954.9874813,65.38049154,0.969731629,0
55.5,48.50666667,1614,89.59235209,0.951761117,0
30.5,48.24601746,133.0543268,69.14746629,0.970202923,0
23.76190476,48.82644653,226.5454051,81.25968984,0.962381542,0
23.66666667,49.9238739,595.2761868,83.20317258,0.984783838,0
76.52380952,49.80666667,1078,54.07647908,0.975413394,0
31.26190476,47.65333333,369.6,73.05194805,0.642604439,0
26.45238095,49.32,367.4,52.12842713,0.985454069,0
51,64.40666667,73.16,89.80880231,0.764014467,1
43.61904762,63.88666667,3699,49.83766234,0.99902556,0
68.04761905,59.50666667,149.5,56.61976912,0.965219752,0
50.83333333,47.19139099,1209.947803,67.99648727,0.9968189,0
22.57142857,22.86,256.1,52.68759019,0.911205531,0
28.85714286,41.47122447,72.06042493,71.19795935,0.136350781,1
41.73809524,43.62379456,1598.148396,71.57630478,1,0
42.42857143,48.48666667,3207,82.58612039,0.994069518,0
45.23809524,56.42666667,52.46,77.02020202,0.795735319,0
42.57142857,33.09280141,378.9944044,66.00171898,0.658527076,1
57,60.07333333,286,91.74221614,0.968409162,1
35.04761905,41.22633362,1231.600817,67.74460348,0.999708794,0
55.14285714,51.46666667,261.9,62.75252525,0.972031403,0
42.85714286,60.04666667,1090,52.38095238,0.956989632,0
39.54761905,45.48743693,1387.987141,66.93606714,0.977490783,0
61.33333333,63.96,387.9,91.37846269,0.998305905,1
15.33333333,24.10915121,68.32119408,83.16871203,0.755174637,0
22.02380952,50.53199768,527.8054848,81.50904412,0.879953086,1
69.97619048,44.77333333,1680,53.44516595,1,0
